Model,Alternative,Matrix,Index1,Index2,Value,Comment,Comment2,Comment3,Comment4,Comment5,End
VehicleTourType,HG,,,,1.4527,Vehicle Constant_slave for SE Heavy (master SE SE_Early Heavy),,,VehicleTourType,,End
VehicleTourType,HO,,,,1.4527,Vehicle Constant_slave for SE Heavy (master SE SE_Early Heavy),,,VehicleTourType,,End
LSStopType,S,,,,2.352,alternative specific constant,,,,,
LSStopType,S,,logStopCount,service,0.4774,ln ( number of previous stops for service purpose +1),,,,,
LSStopType,O,,logStopCount,other,1.053,ln ( number of previous stops for other purpose + 1),,,,,
LSStopType,O,,totalAccumulator,,0.1048,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
LSStopType,R,,logStopCount,all,-0.7774,ln ( number of previous stops for all purposes + 1),,,,,
LSStopType,R,,travelDisutility,origin,0.06057,0.1 times the travel disutility to return to origin,,,,,
LSStopType,R,,timeAccumulator,,0.002587,total light vehicle drive time since start of tour (minutes),,,,,
LSStopType,R,,totalAccumulator,,0.3402,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
LSStopType,R,,,,2.218,alternative specific constant,,,,,
LGStopType,G,,,,2.284,alternative specific constant,,,,,
LGStopType,G,,logStopCount,goods,1.133,ln ( number of previous stops for service purpose +1),,,,,
LGStopType,O,,logStopCount,other,1.336,ln ( number of previous stops for other purpose + 1),,,,,
LGStopType,O,,totalAccumulator,,0.2716,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
LGStopType,R,,logStopCount,all,-0.5174,ln ( number of previous stops for all purposes + 1),,,,,
LGStopType,R,,travelDisutility,origin,0.0006944,0.1 times the travel disutility to return to origin,,,,,
LGStopType,R,,timeAccumulator,,0.006431,total light vehicle drive time since start of tour (minutes),,,,,
LGStopType,R,,totalAccumulator,,0.3909,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
LGStopType,R,,,,1.754,alternative specific constant,,,,,
LOStopType,O,,,,0,alternative specific constant,,,,,
LOStopType,R,Acc_LE,cstop,,7.02E-07,accessibility to employment,,,,,
LOStopType,R,,logStopCount,all,-3.38,ln ( number of previous stops for all purposes + 1),,,,,
LOStopType,R,,travelDisutility,origin,0.2696,0.1 times the travel disutility to return to origin,,,,,
LOStopType,R,,timeAccumulator,,0,total light vehicle drive time since start of tour (minutes),,,,,
LOStopType,R,,totalAccumulator,,0.7893,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
LOStopType,R,,,,4.217,alternative specific constant,,,,,
ISStopType,S,,,,2.936,alternative specific constant,,,,,
ISStopType,S,,logStopCount,service,0.3514,ln ( number of previous stops for service purpose +1),,,,,
ISStopType,O,,logStopCount,other,0.2715,ln ( number of previous stops for other purpose + 1),,,,,
ISStopType,O,,totalAccumulator,,0.1046,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
ISStopType,R,,logStopCount,all,-1.045,ln ( number of previous stops for all purposes + 1),,,,,
ISStopType,R,,travelDisutility,origin,0.03981,0.1 times the travel disutility to return to origin,,,,,
ISStopType,R,,timeAccumulator,,0.005969,total light vehicle drive time since start of tour (minutes),,,,,
ISStopType,R,,totalAccumulator,,0.2539,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
ISStopType,R,,,,2.792,alternative specific constant,,,,,
IGStopType,G,,,,2.284,alternative specific constant,,,,,
IGStopType,G,,logStopCount,goods,1.133,ln ( number of previous stops for service purpose +1),,,,,
IGStopType,O,,logStopCount,other,1.336,ln ( number of previous stops for other purpose + 1),,,,,
IGStopType,O,,totalAccumulator,,0.2716,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
IGStopType,R,,logStopCount,all,-0.5174,ln ( number of previous stops for all purposes + 1),,,,,
IGStopType,R,,travelDisutility,origin,0.0006944,0.1 times the travel disutility to return to origin,,,,,
IGStopType,R,,timeAccumulator,,0.006431,total light vehicle drive time since start of tour (minutes),,,,,
IGStopType,R,,totalAccumulator,,0.3909,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
IGStopType,R,,,,2.594,alternative specific constant,,,,,
IOStopType,O,,,,0,alternative specific constant,,,,,
IOStopType,R,Acc_ME,cstop,,7.02E-07,accessibility to employment,,,,,
IOStopType,R,,logStopCount,all,-3.38,ln ( number of previous stops for all purposes + 1),,,,,
IOStopType,R,,travelDisutility,origin,0.2696,0.1 times the travel disutility to return to origin,,,,,
IOStopType,R,,timeAccumulator,,0,total light vehicle drive time since start of tour (minutes),,,,,
IOStopType,R,,totalAccumulator,,0.7893,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
IOStopType,R,,,,5.056,alternative specific constant,,,,,
MSStopType,S,,,,2.936,alternative specific constant,,,,,
MSStopType,S,,logStopCount,service,0.3514,ln ( number of previous stops for service purpose +1),,,,,
MSStopType,O,,logStopCount,other,0.2715,ln ( number of previous stops for other purpose + 1),,,,,
MSStopType,O,,totalAccumulator,,0.1046,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
MSStopType,R,,logStopCount,all,-1.045,ln ( number of previous stops for all purposes + 1),,,,,
MSStopType,R,,travelDisutility,origin,0.03981,0.1 times the travel disutility to return to origin,,,,,
MSStopType,R,,timeAccumulator,,0.005969,total light vehicle drive time since start of tour (minutes),,,,,
MSStopType,R,,totalAccumulator,,0.2539,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
MSStopType,R,,,,2.792,alternative specific constant,,,,,
MGStopType,G,,,,2.284,alternative specific constant,,,,,
MGStopType,G,,logStopCount,goods,1.133,ln ( number of previous stops for service purpose +1),,,,,
MGStopType,O,,logStopCount,other,1.336,ln ( number of previous stops for other purpose + 1),,,,,
MGStopType,O,,totalAccumulator,,0.2716,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
MGStopType,R,,logStopCount,all,-0.5174,ln ( number of previous stops for all purposes + 1),,,,,
MGStopType,R,,travelDisutility,origin,0.0006944,0.1 times the travel disutility to return to origin,,,,,
MGStopType,R,,timeAccumulator,,0.006431,total light vehicle drive time since start of tour (minutes),,,,,
MGStopType,R,,totalAccumulator,,0.3909,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
MGStopType,R,,,,2.594,alternative specific constant,,,,,
MOStopType,O,,,,0,alternative specific constant,,,,,
MOStopType,R,Acc_ME,cstop,,7.02E-07,accessibility to employment,,,,,
MOStopType,R,,logStopCount,all,-3.38,ln ( number of previous stops for all purposes + 1),,,,,
MOStopType,R,,travelDisutility,origin,0.2696,0.1 times the travel disutility to return to origin,,,,,
MOStopType,R,,timeAccumulator,,0,total light vehicle drive time since start of tour (minutes),,,,,
MOStopType,R,,totalAccumulator,,0.7893,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
MOStopType,R,,,,5.056,alternative specific constant,,,,,
HSStopType,S,,,,2.936,alternative specific constant,,,,,
HSStopType,S,,logStopCount,service,0.3514,ln ( number of previous stops for service purpose +1),,,,,
HSStopType,O,,logStopCount,other,0.2715,ln ( number of previous stops for other purpose + 1),,,,,
HSStopType,O,,totalAccumulator,,0.1046,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
HSStopType,R,,logStopCount,all,-1.045,ln ( number of previous stops for all purposes + 1),,,,,
HSStopType,R,,travelDisutility,origin,0.03981,0.1 times the travel disutility to return to origin,,,,,
HSStopType,R,,timeAccumulator,,0.005969,total light vehicle drive time since start of tour (minutes),,,,,
HSStopType,R,,totalAccumulator,,0.2539,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
HSStopType,R,,,,4.039,alternative specific constant,,,,,
HGStopType,G,,,,2.284,alternative specific constant,,,,,
HGStopType,G,,logStopCount,goods,1.133,ln ( number of previous stops for service purpose +1),,,,,
HGStopType,O,,logStopCount,other,1.336,ln ( number of previous stops for other purpose + 1),,,,,
HGStopType,O,,totalAccumulator,,0.2716,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
HGStopType,R,,logStopCount,all,-0.5174,ln ( number of previous stops for all purposes + 1),,,,,
HGStopType,R,,travelDisutility,origin,0.0006944,0.1 times the travel disutility to return to origin,,,,,
HGStopType,R,,timeAccumulator,,0.006431,total light vehicle drive time since start of tour (minutes),,,,,
HGStopType,R,,totalAccumulator,,0.3909,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
HGStopType,R,,,,3.841,alternative specific constant,,,,,
HOStopType,O,,,,0,alternative specific constant,,,,,
HOStopType,R,Acc_HE,cstop,,7.02E-07,accessibility to employment,,,,,
HOStopType,R,,logStopCount,all,-3.38,ln ( number of previous stops for all purposes + 1),,,,,
HOStopType,R,,travelDisutility,origin,0.2696,0.1 times the travel disutility to return to origin,,,,,
HOStopType,R,,timeAccumulator,,0,total light vehicle drive time since start of tour (minutes),,,,,
HOStopType,R,,totalAccumulator,,0.7893,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
HOStopType,R,,,,6.304,alternative specific constant,,,,,
LSStopType,R,,,,0.2074,Total trip coefficient - master,,,,,
ISStopType,R,,,,0.0343,Total trip coefficient - master,,,,,
MSStopType,R,,,,0.0343,Total trip coefficient - master,,,,,
HSStopType,R,,,,0.0343,Total trip coefficient - master,,,,,
LGStopType,R,,,,1.2843,Total trip coefficient - Slave,,,,,
IGStopType,R,,,,1.2843,Total trip coefficient - Slave,,,,,
MGStopType,R,,,,1.2843,Total trip coefficient - Slave,,,,,
HGStopType,R,,,,1.2843,Total trip coefficient - Slave,,,,,
LOStopType,R,,,,0.0657,Total trip coefficient - Slave,,,,,
IOStopType,R,,,,0.0657,Total trip coefficient - Slave,,,,,
MOStopType,R,,,,0.0657,Total trip coefficient - Slave,,,,,
HOStopType,R,,,,0.0657,Total trip coefficient - Slave,,,,,
LODuration,,,functionForm,exponential,0,,,,,,
LODuration,,,a,,3.8561,,,,,,
LODuration,,,b,,0,,,,,,
LODuration,,,c,,0.0416,,,,,,
LODuration,,,d,,0,,,,,,
LODuration,,,e,,0,,,,,,
LODuration,,,f,,0,,,,,,
LSDuration,,,functionForm,exponential,0,,,,,,
LSDuration,,,a,,5.1134,,,,,,
LSDuration,,,b,,0,,,,,,
LSDuration,,,c,,0.0267,,,,,,
LSDuration,,,d,,0,,,,,,
LSDuration,,,e,,0,,,,,,
LSDuration,,,f,,0,,,,,,
LGDuration,,,functionForm,exponential,0,,,,,,
LGDuration,,,a,,4.3592,,,,,,
LGDuration,,,b,,0,,,,,,
LGDuration,,,c,,0.0314,,,,,,
LGDuration,,,d,,0,,,,,,
LGDuration,,,e,,0,,,,,,
LGDuration,,,f,,0,,,,,,
IODuration,,,functionForm,exponential,0,,,,,,
IODuration,,,a,,3.8561,,,,,,
IODuration,,,b,,0,,,,,,
IODuration,,,c,,0.0418,,,,,,
IODuration,,,d,,0,,,,,,
IODuration,,,e,,0,,,,,,
IODuration,,,f,,0,,,,,,
ISDuration,,,functionForm,exponential,0,,,,,,
ISDuration,,,a,,5.1134,,,,,,
ISDuration,,,b,,0,,,,,,
ISDuration,,,c,,0.0267,,,,,,
ISDuration,,,d,,0,,,,,,
ISDuration,,,e,,0,,,,,,
ISDuration,,,f,,0,,,,,,
IGDuration,,,functionForm,exponential,0,,,,,,
IGDuration,,,a,,4.3592,,,,,,
IGDuration,,,b,,0,,,,,,
IGDuration,,,c,,0.0314,,,,,,
IGDuration,,,d,,0,,,,,,
IGDuration,,,e,,0,,,,,,
IGDuration,,,f,,0,,,,,,
MODuration,,,functionForm,exponential,0,,,,,,
MODuration,,,a,,3.8561,,,,,,
MODuration,,,b,,0,,,,,,
MODuration,,,c,,0.0418,,,,,,
MODuration,,,d,,0,,,,,,
MODuration,,,e,,0,,,,,,
MODuration,,,f,,0,,,,,,
MSDuration,,,functionForm,exponential,0,,,,,,
MSDuration,,,a,,5.1134,,,,,,
MSDuration,,,b,,0,,,,,,
MSDuration,,,c,,0.0267,,,,,,
MSDuration,,,d,,0,,,,,,
MSDuration,,,e,,0,,,,,,
MSDuration,,,f,,0,,,,,,
MGDuration,,,functionForm,exponential,0,,,,,,
MGDuration,,,a,,4.3592,,,,,,
MGDuration,,,b,,0,,,,,,
MGDuration,,,c,,0.0314,,,,,,
MGDuration,,,d,,0,,,,,,
MGDuration,,,e,,0,,,,,,
MGDuration,,,f,,0,,,,,,
HODuration,,,functionForm,exponential,0,,,,,,
HODuration,,,a,,3.8561,,,,,,
HODuration,,,b,,0,,,,,,
HODuration,,,c,,0.0416,,,,,,
HODuration,,,d,,0,,,,,,
HODuration,,,e,,0,,,,,,
HODuration,,,f,,0,,,,,,
HSDuration,,,functionForm,exponential,0,,,,,,
HSDuration,,,a,,5.1134,,,,,,
HSDuration,,,b,,0,,,,,,
HSDuration,,,c,,0.0267,,,,,,
HSDuration,,,d,,0,,,,,,
HSDuration,,,e,,0,,,,,,
HSDuration,,,f,,0,,,,,,
HGDuration,,,functionForm,exponential,0,,,,,,
HGDuration,,,a,,4.3592,,,,,,
HGDuration,,,b,,0,,,,,,
HGDuration,,,c,,0.0314,,,,,,
HGDuration,,,d,,0,,,,,,
HGDuration,,,e,,0,,,,,,
HGDuration,,,f,,0,,,,,,
LSOStopLocation,zone,Acc_LE,nstop,,-0.000107,Accessibility to employment,,,,,
LSOStopLocation,zone,Acc_LP,nstop,,-0.0000201,Accessibility to population,,,,,
LSOStopLocation,zone,Income,nstop,,0,Income (set to global average if no population),,,,,
LSOStopLocation,zone,x-meters,angle,y-meters,-0.004199275,Enclosed Angle,,,,,
LSOStopLocation,zone,,travelDisutility,nstopx,-0.1143,Add'l travel disutility to next stop (OD) excluding first trip,,,,,
LSOStopLocation,zone,,travelDisutility,originx,0.4579,Travel disutility return to est. (DE) excluding first trip,,,,,
LSOStopLocation,zone,EmpDensCap,nstop,,-0.000026624,Employment density (jobs/miles^2),,,,,
LSOStopLocation,zone,PopDensCap,nstop,,0,Population density (people/miles^2),,,,,
LSOStopLocation,zone,,travelDisutility,nstop,1.215,Travel disutility to next stop (OD),,,,,
LSOStopLocation,zone,TotEmp,sizeTerm1,,1,Beta for overall size term (total employment),,,,,
LSOStopLocation,zone,Pop,sizeTerm2,,0.671852918,Population,,,,,
LSOStopLocation,zone,CVM_IN,sizeTerm2,,1.829973787,Employment - IND,,,,,
LSOStopLocation,zone,CVM_WH,sizeTerm2,,19.28910244,Employment - WH,,,,,
LSOStopLocation,zone,CVM_RE,sizeTerm2,,32.82028212,Employment - RE,,,,,
LSOStopLocation,zone,CVM_SV,sizeTerm2,,0,Employment - SE,,,,,
LSOStopLocation,zone,CVM_TH,sizeTerm2,,0,Employment - TH,,,,,
LSOStopLocation,zone,Emp_LU_Lo,sizeTerm2,,0,Total employment - Low density zone,,,,,
LSOStopLocation,zone,Emp_LU_Re,sizeTerm2,,2.258105174,Total employment - Residential zone,,,,,
LSOStopLocation,zone,Emp_LU_RC,sizeTerm2,,0,Total employment - Retail/Commercial zone,,,,,
LSOStopLocation,zone,Emp_LU_In,sizeTerm2,,0,Total employment - Industrial zone,,,,,
LSOStopLocation,zone,Emp_LU_EN,sizeTerm2,,0,Total employment - Employment Node zone,,,,,
LSOStopLocation,zone,Area_SqMi,sizeTerm2,,221.496,Area of zone (sq miles),,,,,
LSOStopLocation,zone,SqrtArea,sizeTerm2,,0,Square root of area,,,,,
LGOStopLocation,zone,Acc_LE,nstop,,-0.000107,Accessibility to employment,,,,,
LGOStopLocation,zone,Acc_LP,nstop,,-0.0000201,Accessibility to population,,,,,
LGOStopLocation,zone,Income,nstop,,0,Income (set to global average if no population),,,,,
LGOStopLocation,zone,x-meters,angle,y-meters,-0.004199275,Enclosed Angle,,,,,
LGOStopLocation,zone,,travelDisutility,nstopx,-0.1143,Add'l travel disutility to next stop (OD) excluding first trip,,,,,
LGOStopLocation,zone,,travelDisutility,originx,0.4579,Travel disutility return to est. (DE) excluding first trip,,,,,
LGOStopLocation,zone,EmpDensCap,nstop,,-0.000026624,Employment density (jobs/miles^2),,,,,
LGOStopLocation,zone,PopDensCap,nstop,,0,Population density (people/miles^2),,,,,
LGOStopLocation,zone,,travelDisutility,nstop,1.215,Travel disutility to next stop (OD),,,,,
LGOStopLocation,zone,TotEmp,sizeTerm1,,1,Beta for overall size term (total employment),,,,,
LGOStopLocation,zone,Pop,sizeTerm2,,0.671852918,Population,,,,,
LGOStopLocation,zone,CVM_IN,sizeTerm2,,1.829973787,Employment - IND,,,,,
LGOStopLocation,zone,CVM_WH,sizeTerm2,,19.28910244,Employment - WH,,,,,
LGOStopLocation,zone,CVM_RE,sizeTerm2,,32.82028212,Employment - RE,,,,,
LGOStopLocation,zone,CVM_SV,sizeTerm2,,0,Employment - SE,,,,,
LGOStopLocation,zone,CVM_TH,sizeTerm2,,0,Employment - TH,,,,,
LGOStopLocation,zone,Emp_LU_Lo,sizeTerm2,,0,Total employment - Low density zone,,,,,
LGOStopLocation,zone,Emp_LU_Re,sizeTerm2,,2.258105174,Total employment - Residential zone,,,,,
LGOStopLocation,zone,Emp_LU_RC,sizeTerm2,,0,Total employment - Retail/Commercial zone,,,,,
LGOStopLocation,zone,Emp_LU_In,sizeTerm2,,0,Total employment - Industrial zone,,,,,
LGOStopLocation,zone,Emp_LU_EN,sizeTerm2,,0,Total employment - Employment Node zone,,,,,
LGOStopLocation,zone,Area_SqMi,sizeTerm2,,221.496,Area of zone (sq miles),,,,,
LGOStopLocation,zone,SqrtArea,sizeTerm2,,0,Square root of area,,,,,
LOOStopLocation,zone,Acc_LE,nstop,,-0.000107,Accessibility to employment,,,,,
LOOStopLocation,zone,Acc_LP,nstop,,-0.0000201,Accessibility to population,,,,,
LOOStopLocation,zone,Income,nstop,,0,Income (set to global average if no population),,,,,
LOOStopLocation,zone,x-meters,angle,y-meters,-0.004199275,Enclosed Angle,,,,,
LOOStopLocation,zone,,travelDisutility,nstopx,-0.1143,Add'l travel disutility to next stop (OD) excluding first trip,,,,,
LOOStopLocation,zone,,travelDisutility,originx,0.4579,Travel disutility return to est. (DE) excluding first trip,,,,,
LOOStopLocation,zone,EmpDensCap,nstop,,-0.000026624,Employment density (jobs/miles^2),,,,,
LOOStopLocation,zone,PopDensCap,nstop,,0,Population density (people/miles^2),,,,,
LOOStopLocation,zone,,travelDisutility,nstop,1.215,Travel disutility to next stop (OD),,,,,
LOOStopLocation,zone,TotEmp,sizeTerm1,,1,Beta for overall size term (total employment),,,,,
LOOStopLocation,zone,Pop,sizeTerm2,,0.671852918,Population,,,,,
LOOStopLocation,zone,CVM_IN,sizeTerm2,,1.829973787,Employment - IND,,,,,
LOOStopLocation,zone,CVM_WH,sizeTerm2,,19.28910244,Employment - WH,,,,,
LOOStopLocation,zone,CVM_RE,sizeTerm2,,32.82028212,Employment - RE,,,,,
LOOStopLocation,zone,CVM_SV,sizeTerm2,,0,Employment - SE,,,,,
LOOStopLocation,zone,CVM_TH,sizeTerm2,,0,Employment - TH,,,,,
LOOStopLocation,zone,Emp_LU_Lo,sizeTerm2,,0,Total employment - Low density zone,,,,,
LOOStopLocation,zone,Emp_LU_Re,sizeTerm2,,2.258105174,Total employment - Residential zone,,,,,
LOOStopLocation,zone,Emp_LU_RC,sizeTerm2,,0,Total employment - Retail/Commercial zone,,,,,
LOOStopLocation,zone,Emp_LU_In,sizeTerm2,,0,Total employment - Industrial zone,,,,,
LOOStopLocation,zone,Emp_LU_EN,sizeTerm2,,0,Total employment - Employment Node zone,,,,,
LOOStopLocation,zone,Area_SqMi,sizeTerm2,,221.496,Area of zone (sq miles),,,,,
LOOStopLocation,zone,SqrtArea,sizeTerm2,,0,Square root of area,,,,,
LSSStopLocation,zone,Acc_LE,nstop,,-0.00007301,Accessibility to employment,,,,,
LSSStopLocation,zone,Acc_LP,nstop,,-0.000021,Accessibility to population,,,,,
LSSStopLocation,zone,Income,nstop,,0.000008606,Income (set to global average if no population),,,,,
LSSStopLocation,zone,x-meters,angle,y-meters,-0.004628293,Enclosed Angle,,,,,
LSSStopLocation,zone,,travelDisutility,nstopx,0.9831,Add'l travel disutility to next stop (OD) excluding first trip,,,,,
LSSStopLocation,zone,,travelDisutility,originx,0,Travel disutility return to est. (DE) excluding first trip,,,,,
LSSStopLocation,zone,EmpDensCap,nstop,,-0.000004626,Employment density (jobs/miles^2),,,,,
LSSStopLocation,zone,PopDensCap,nstop,,0.000036794,Population density (people/miles^2),,,,,
LSSStopLocation,zone,,travelDisutility,nstop,0.5977,Travel disutility to next stop (OD),,,,,
LSSStopLocation,zone,TotEmp,sizeTerm1,,0.809194952,Beta for overall size term (total employment),,,,,
LSSStopLocation,zone,Pop,sizeTerm2,,3.289600351,Population,,,,,
LSSStopLocation,zone,CVM_IN,sizeTerm2,,1.868922539,Employment - IND,,,,,
LSSStopLocation,zone,CVM_WH,sizeTerm2,,56.0793234,Employment - WH,,,,,
LSSStopLocation,zone,CVM_RE,sizeTerm2,,33.56714572,Employment - RE,,,,,
LSSStopLocation,zone,CVM_SV,sizeTerm2,,0,Employment - SE,,,,,
LSSStopLocation,zone,CVM_TH,sizeTerm2,,0,Employment - TH,,,,,
LSSStopLocation,zone,Emp_LU_Lo,sizeTerm2,,0,Total employment - Low density zone,,,,,
LSSStopLocation,zone,Emp_LU_Re,sizeTerm2,,7.938131881,Total employment - Residential zone,,,,,
LSSStopLocation,zone,Emp_LU_RC,sizeTerm2,,0,Total employment - Retail/Commercial zone,,,,,
LSSStopLocation,zone,Emp_LU_In,sizeTerm2,,5.657496437,Total employment - Industrial zone,,,,,
LSSStopLocation,zone,Emp_LU_EN,sizeTerm2,,3.284576665,Total employment - Employment Node zone,,,,,
LSSStopLocation,zone,Area_SqMi,sizeTerm2,,490.612,Area of zone (sq miles),,,,,
LSSStopLocation,zone,SqrtArea,sizeTerm2,,0,Square root of area,,,,,
LGGStopLocation,zone,Acc_LE,nstop,,-0.00007301,Accessibility to employment,,,,,
LGGStopLocation,zone,Acc_LP,nstop,,-0.000021,Accessibility to population,,,,,
LGGStopLocation,zone,Income,nstop,,0.000008606,Income (set to global average if no population),,,,,
LGGStopLocation,zone,x-meters,angle,y-meters,-0.004628293,Enclosed Angle,,,,,
LGGStopLocation,zone,,travelDisutility,nstopx,0.9831,Add'l travel disutility to next stop (OD) excluding first trip,,,,,
LGGStopLocation,zone,,travelDisutility,originx,0,Travel disutility return to est. (DE) excluding first trip,,,,,
LGGStopLocation,zone,EmpDensCap,nstop,,-0.000004626,Employment density (jobs/miles^2),,,,,
LGGStopLocation,zone,PopDensCap,nstop,,0.000036794,Population density (people/miles^2),,,,,
LGGStopLocation,zone,,travelDisutility,nstop,0.5977,Travel disutility to next stop (OD),,,,,
LGGStopLocation,zone,TotEmp,sizeTerm1,,0.809194952,Beta for overall size term (total employment),,,,,
LGGStopLocation,zone,Pop,sizeTerm2,,3.289600351,Population,,,,,
LGGStopLocation,zone,CVM_IN,sizeTerm2,,1.868922539,Employment - IND,,,,,
LGGStopLocation,zone,CVM_WH,sizeTerm2,,56.0793234,Employment - WH,,,,,
LGGStopLocation,zone,CVM_RE,sizeTerm2,,33.56714572,Employment - RE,,,,,
LGGStopLocation,zone,CVM_SV,sizeTerm2,,0,Employment - SE,,,,,
LGGStopLocation,zone,CVM_TH,sizeTerm2,,0,Employment - TH,,,,,
LGGStopLocation,zone,Emp_LU_Lo,sizeTerm2,,0,Total employment - Low density zone,,,,,
LGGStopLocation,zone,Emp_LU_Re,sizeTerm2,,7.938131881,Total employment - Residential zone,,,,,
LGGStopLocation,zone,Emp_LU_RC,sizeTerm2,,0,Total employment - Retail/Commercial zone,,,,,
LGGStopLocation,zone,Emp_LU_In,sizeTerm2,,5.657496437,Total employment - Industrial zone,,,,,
LGGStopLocation,zone,Emp_LU_EN,sizeTerm2,,3.284576665,Total employment - Employment Node zone,,,,,
LGGStopLocation,zone,Area_SqMi,sizeTerm2,,490.612,Area of zone (sq miles),,,,,
LGGStopLocation,zone,SqrtArea,sizeTerm2,,0,Square root of area,,,,,
ISOStopLocation,zone,Acc_ME,nstop,,0,Accessibility to employment,,,,,
ISOStopLocation,zone,Acc_MP,nstop,,-0.00005158,Accessibility to population,,,,,
ISOStopLocation,zone,Income,nstop,,-0.000016299,Income (set to global average if no population),,,,,
ISOStopLocation,zone,x-meters,angle,y-meters,-0.006280299,Enclosed Angle,,,,,
ISOStopLocation,zone,,travelDisutility,nstopx,0,Add'l travel disutility to next stop (OD) excluding first trip,,,,,
ISOStopLocation,zone,,travelDisutility,originx,0.028,Travel disutility return to est. (DE) excluding first trip,,,,,
ISOStopLocation,zone,EmpDensCap,nstop,,-0.000022932,Employment density (jobs/miles^2),,,,,
ISOStopLocation,zone,PopDensCap,nstop,,-0.000310561,Population density (people/miles^2),,,,,
ISOStopLocation,zone,,travelDisutility,nstop,0.2645,Travel disutility to next stop (OD),,,,,
ISOStopLocation,zone,TotEmp,sizeTerm1,,0.65216198,Beta for overall size term (total employment),,,,,
ISOStopLocation,zone,Pop,sizeTerm2,,0,Population,,,,,
ISOStopLocation,zone,CVM_IN,sizeTerm2,,0,Employment - IND,,,,,
ISOStopLocation,zone,CVM_WH,sizeTerm2,,100.9942945,Employment - WH,,,,,
ISOStopLocation,zone,CVM_RE,sizeTerm2,,0,Employment - RE,,,,,
ISOStopLocation,zone,CVM_SV,sizeTerm2,,0,Employment - SE,,,,,
ISOStopLocation,zone,CVM_TH,sizeTerm2,,0,Employment - TH,,,,,
ISOStopLocation,zone,Emp_LU_Lo,sizeTerm2,,0,Total employment - Low density zone,,,,,
ISOStopLocation,zone,Emp_LU_Re,sizeTerm2,,8.202207807,Total employment - Residential zone,,,,,
ISOStopLocation,zone,Emp_LU_RC,sizeTerm2,,11.42737537,Total employment - Retail/Commercial zone,,,,,
ISOStopLocation,zone,Emp_LU_In,sizeTerm2,,7.291131416,Total employment - Industrial zone,,,,,
ISOStopLocation,zone,Emp_LU_EN,sizeTerm2,,0,Total employment - Employment Node zone,,,,,
ISOStopLocation,zone,Area_SqMi,sizeTerm2,,216.729,Area of zone (sq miles),,,,,
ISOStopLocation,zone,SqrtArea,sizeTerm2,,0,Square root of area,,,,,
IGOStopLocation,zone,Acc_ME,nstop,,0,Accessibility to employment,,,,,
IGOStopLocation,zone,Acc_MP,nstop,,-0.00005158,Accessibility to population,,,,,
IGOStopLocation,zone,Income,nstop,,-0.000016299,Income (set to global average if no population),,,,,
IGOStopLocation,zone,x-meters,angle,y-meters,-0.006280299,Enclosed Angle,,,,,
IGOStopLocation,zone,,travelDisutility,nstopx,0,Add'l travel disutility to next stop (OD) excluding first trip,,,,,
IGOStopLocation,zone,,travelDisutility,originx,0.028,Travel disutility return to est. (DE) excluding first trip,,,,,
IGOStopLocation,zone,EmpDensCap,nstop,,-0.000022932,Employment density (jobs/miles^2),,,,,
IGOStopLocation,zone,PopDensCap,nstop,,-0.000310561,Population density (people/miles^2),,,,,
IGOStopLocation,zone,,travelDisutility,nstop,0.2645,Travel disutility to next stop (OD),,,,,
IGOStopLocation,zone,TotEmp,sizeTerm1,,0.65216198,Beta for overall size term (total employment),,,,,
IGOStopLocation,zone,Pop,sizeTerm2,,0,Population,,,,,
IGOStopLocation,zone,CVM_IN,sizeTerm2,,0,Employment - IND,,,,,
IGOStopLocation,zone,CVM_WH,sizeTerm2,,100.9942945,Employment - WH,,,,,
IGOStopLocation,zone,CVM_RE,sizeTerm2,,0,Employment - RE,,,,,
IGOStopLocation,zone,CVM_SV,sizeTerm2,,0,Employment - SE,,,,,
IGOStopLocation,zone,CVM_TH,sizeTerm2,,0,Employment - TH,,,,,
IGOStopLocation,zone,Emp_LU_Lo,sizeTerm2,,0,Total employment - Low density zone,,,,,
